state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage,all_pediatric_inpatient_bed_occupied,all_pediatric_inpatient_bed_occupied_coverage,all_pediatric_inpatient_beds,all_pediatric_inpatient_beds_coverage,previous_day_admission_pediatric_covid_confirmed_0_4,previous_day_admission_pediatric_covid_confirmed_0_4_coverage,previous_day_admission_pediatric_covid_confirmed_12_17,previous_day_admission_pediatric_covid_confirmed_12_17_coverage, previous_day_admission_pediatric_covid_confirmed_5_11,previous_day_admission_pediatric_covid_confirmed_5_11_coverage,previous_day_admission_pediatric_covid_confirmed_unknown,previous_day_admission_pediatric_covid_confirmed_unknown_coverage,staffed_icu_pediatric_patients_confirmed_covid,staffed_icu_pediatric_patients_confirmed_covid_coverage,staffed_pediatric_icu_bed_occupancy,staffed_pediatric_icu_bed_occupancy_coverage,total_staffed_pediatric_icu_beds,total_staffed_pediatric_icu_beds_coverage,date
NY,0,28,141,0,142,27,9,45,46586,169,34125,169,274,43,41,169,25,51,2,161,0,43,3141,169,21,45,32,169,261,43,343,169,13,45,10,161,4530,169,0.73251620658567,169,34125,46586,0.019309372797745,43,274,14190,0.013300325226931,43,274,20601,0.01152579582876,45,21,1822,0.693377483443709,169,3141,4530,,0,167,4,158,1,158,2,157,5,158,5,158,11,157,13,156,0,168,0,51,3,51,3,51,2,51,4,51,5,51,3,51,5,51,0,51,11,33,73,0,56,0,0,0,16,169,16,169,0,24,0,25,116,4,25,169,1343,161,2328,161,2,161,0,148,0,149,0,161,1,161,257,161,548,161,04/27/2024 12:00:00 AM
KY,1,6,92,7,75,17,1,27,11819,99,8526,99,13,27,8,99,0,31,0,97,0,29,955,99,2,27,9,99,13,27,48,99,0,27,2,97,1248,99,0.721380827481174,99,8526,11819,0.007194244604317,27,13,1807,0.0055817947617,27,13,2329,0.007220216606498,27,2,277,0.765224358974359,99,955,1248,,0,98,0,83,0,84,0,84,1,85,2,84,2,84,3,83,0,98,0,31,0,30,0,30,0,18,0,30,0,30,0,30,0,30,0,32,0,15,11,0,34,0,0,0,2,99,3,99,0,16,0,16,21,0,16,99,291,97,415,97,0,97,0,82,0,82,0,97,0,97,48,97,73,97,04/27/2024 12:00:00 AM
WA,0,2,91,0,2,91,0,90,11178,93,9274,93,77,90,13,93,0,93,0,91,0,1,777,93,11,90,12,93,76,90,79,93,1,90,1,91,995,93,0.829665414206477,93,9274,11178,0.008442056792018,90,77,9121,0.007010196649672,90,77,10984,0.01139896373057,90,11,965,0.780904522613065,93,777,995,,0,93,0,93,0,93,2,93,1,93,4,93,3,93,3,93,0,93,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,1,0,0,0,0,0,0,3,93,4,93,0,1,0,1,29,2,90,93,351,91,537,91,0,91,0,91,0,91,0,91,1,91,67,91,95,91,04/27/2024 12:00:00 AM
IN,5,51,55,6,98,7,0,30,12876,111,8684,111,15,17,5,111,1,47,0,109,0,17,1068,111,2,17,4,111,13,17,37,111,2,17,2,109,1805,111,0.674433053743399,111,8684,12876,0.007392804337112,17,15,2029,0.004895561357702,17,15,3064,0.004301075268817,17,2,465,0.591689750692521,111,1068,1805,,0,111,0,106,0,105,1,105,0,105,1,105,1,105,2,105,2,111,0,22,0,22,0,22,0,22,0,22,0,22,0,22,1,22,0,22,1,55,291,559,619,0,0,0,2,111,4,111,0,54,0,54,16,0,54,111,344,109,727,109,0,109,0,103,0,103,0,109,0,109,77,109,183,109,04/27/2024 12:00:00 AM
NH,0,0,26,0,3,23,0,8,2559,26,1934,26,6,8,3,26,3,23,0,26,0,8,157,26,1,8,3,26,14,23,14,26,1,8,0,26,230,26,0.755763970300899,26,1934,2559,0.007989347536618,8,6,751,0.006018054162487,8,6,997,0.009174311926606,8,1,109,0.682608695652174,26,157,230,,0,26,0,26,0,26,0,26,1,26,1,26,1,26,0,26,0,26,0,8,0,8,0,8,0,8,0,8,2,8,0,8,1,8,0,9,0,3,,,,,,,0,26,0,26,0,3,0,3,2,0,3,26,23,26,71,26,0,26,0,26,0,26,0,26,0,26,6,26,8,26,04/27/2024 12:00:00 AM
GA,3,16,119,2,98,38,2,44,21114,138,15711,138,80,42,16,138,25,45,5,135,0,42,1964,138,22,42,31,138,79,42,134,138,1,42,6,135,2560,138,0.74410343847684,138,15711,21114,0.013764624913971,42,80,5812,0.01025641025641,42,80,7800,0.017585931254996,42,22,1251,0.7671875,138,1964,2560,,0,138,0,133,1,132,1,133,1,133,3,133,3,133,6,133,1,138,0,45,1,44,0,44,3,44,5,44,5,44,6,44,5,44,0,45,0,26,33,0,32,0,0,0,106,138,6,138,0,42,0,42,139,0,42,138,952,135,1388,135,1,135,2,130,2,129,0,135,3,135,266,135,380,135,04/27/2024 12:00:00 AM
SD,0,0,62,0,52,10,0,7,2198,62,1340,62,1,8,0,62,0,11,0,59,0,8,108,62,1,8,2,62,1,8,11,62,0,8,0,59,238,62,0.609645131938126,62,1340,2198,0.002409638554217,8,1,415,0.00187969924812,8,1,532,0.011764705882353,8,1,85,0.453781512605042,62,108,238,,0,62,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,62,0,11,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,11,,0,157,,66,0,,0,0,62,1,62,0,1,0,1,6,0,1,62,75,59,143,59,0,59,0,47,0,47,0,59,0,59,8,59,22,59,04/27/2024 12:00:00 AM
PR,0,2,61,0,4,59,0,3,8262,63,6041,63,47,60,6,63,0,3,2,62,0,2,480,63,8,60,3,63,41,60,29,63,6,60,2,62,650,63,0.73117889130961,63,6041,8262,0.008323003364618,60,47,5647,0.006068431245965,60,47,7745,0.013093289689034,60,8,611,0.738461538461538,63,480,650,,0,63,1,63,0,63,0,63,0,63,0,63,2,63,3,63,0,63,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,4,0,0,0,0,0,0,4,63,4,63,0,4,0,4,35,0,4,63,705,62,1172,62,0,62,0,62,1,62,1,62,0,62,45,62,98,62,04/27/2024 12:00:00 AM
MS,0,3,94,1,85,11,0,17,7630,97,4899,97,1,17,4,97,0,51,1,95,0,18,510,97,1,17,3,97,1,17,24,96,0,17,3,95,696,97,0.642070773263434,97,4899,7630,0.000697350069735,17,1,1434,0.000379939209726,17,1,2632,0.006060606060606,17,1,165,0.732758620689655,97,510,696,,0,97,0,92,0,91,1,91,0,91,0,91,1,91,2,91,0,97,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,20,0,16,0,30,37,0,0,0,5,97,1,97,0,14,0,14,36,1,14,97,167,95,311,95,1,95,0,89,0,89,0,94,0,95,44,95,56,95,04/27/2024 12:00:00 AM
MI,25,109,19,28,121,4,0,25,21038,153,16062,153,46,25,24,153,2,139,1,149,0,25,1688,153,8,25,11,153,25,25,124,153,21,25,10,149,2300,153,0.763475615552809,153,16062,21038,0.016123378899404,25,46,2853,0.012654745529574,25,46,3635,0.016494845360825,25,8,485,0.733913043478261,153,1688,2300,,0,153,0,153,1,153,1,153,1,153,8,153,3,153,8,153,2,153,0,29,0,29,0,29,0,29,0,29,1,29,1,29,0,29,0,30,0,134,744,899,401,0,0,0,6,153,12,153,0,23,0,23,217,0,23,153,644,149,989,149,1,149,0,149,0,149,0,149,3,149,129,149,171,149,04/27/2024 12:00:00 AM
DC,0,0,11,0,9,2,0,1,2992,11,2327,11,2,1,0,11,2,10,1,10,0,1,263,11,0,1,6,11,2,1,16,11,0,1,2,10,343,11,0.77774064171123,11,2327,2992,0.011049723756906,1,2,181,0.007042253521127,1,2,284,0,1,0,15,0.766763848396502,11,263,343,,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,2,0,3,0,7,0,0,0,0,0,0,6,11,2,11,0,1,0,1,11,0,1,11,257,10,305,10,1,10,0,10,0,10,0,10,0,10,55,10,87,10,04/27/2024 12:00:00 AM
OH,1,23,158,3,140,39,39,43,26746,182,18938,182,44,47,22,182,4,57,1,178,0,51,2259,182,12,48,16,182,44,47,93,182,0,48,6,178,3413,182,0.708068496223734,182,18938,26746,0.006622516556291,47,44,6644,0.005066206102476,47,44,8685,0.008620689655172,48,12,1392,0.661881043070612,182,2259,3413,,0,182,1,182,1,182,1,182,3,182,4,182,4,182,8,182,0,181,0,57,0,57,0,57,1,57,1,57,0,57,2,57,0,57,0,57,0,25,11,0,50,0,0,0,13,182,12,182,0,27,0,25,75,2,27,182,762,178,1303,178,0,178,1,177,0,178,0,152,0,178,158,178,288,178,04/27/2024 12:00:00 AM
NE,0,4,86,4,74,12,0,5,4806,90,3192,90,6,3,4,90,5,33,0,89,0,4,312,90,0,3,0,90,6,3,24,90,0,3,3,89,456,90,0.664169787765293,90,3192,4806,0.013513513513514,3,6,444,0.009677419354839,3,6,620,0,3,0,50,0.68421052631579,90,312,456,,0,90,0,85,0,84,1,84,2,84,0,84,0,84,1,84,0,90,0,5,0,5,0,5,1,5,0,5,0,5,3,5,1,5,0,7,0,4,90,0,19,0,0,0,2,90,2,90,0,1,0,1,10,0,1,90,262,89,351,89,0,89,0,83,0,83,0,89,1,89,88,89,108,89,04/27/2024 12:00:00 AM
WI,5,79,52,12,86,38,0,19,10982,136,7767,136,25,19,10,136,27,99,1,133,2,19,842,136,3,19,7,136,24,19,61,136,1,19,1,133,1191,136,0.707248224367146,136,7767,10982,0.023674242424242,19,25,1056,0.014343086632243,19,25,1743,0.019354838709677,19,3,155,0.706968933669186,136,842,1191,,0,136,0,135,2,135,0,135,2,135,1,135,4,135,1,135,0,136,0,22,2,22,0,22,1,22,6,22,4,22,6,22,8,22,0,23,0,21,,,,,,,3,136,7,136,0,19,0,19,30,0,19,136,386,133,541,133,0,133,0,132,0,132,1,133,0,133,108,133,134,133,04/27/2024 12:00:00 AM
LA,1,19,120,3,120,17,0,30,12111,140,7869,140,60,19,24,140,25,23,1,137,6,19,982,140,7,19,3,140,49,19,28,140,11,19,10,137,1346,140,0.649739905870696,140,7869,12111,0.031217481789802,19,60,1922,0.020325203252033,19,60,2952,0.016627078384798,19,7,421,0.729569093610698,140,982,1346,,0,140,0,137,0,138,1,138,1,137,1,138,2,138,1,138,18,140,0,23,2,23,5,23,3,23,4,23,2,23,6,23,3,23,0,23,1,27,31,0,9,0,0,0,1,140,1,140,0,21,0,21,11,0,27,140,360,137,689,137,1,137,0,135,0,135,0,137,0,137,125,137,216,137,04/27/2024 12:00:00 AM
AZ,0,10,75,1,55,29,0,39,14376,85,11487,85,169,47,6,85,82,50,2,82,5,47,1043,85,218,47,4,85,131,47,58,85,22,47,6,82,1554,85,0.799040066777963,85,11487,14376,0.022245623272344,47,169,7597,0.017988291644492,47,169,9395,0.206831119544592,47,218,1054,0.671171171171171,85,1043,1554,,0,85,0,81,1,81,0,81,2,81,1,81,2,81,0,81,0,84,0,50,3,50,1,50,5,50,16,50,25,50,19,50,13,50,0,51,0,10,0,0,0,0,0,0,11,85,19,85,0,10,0,10,39,0,10,85,612,82,929,82,1,82,1,78,0,78,0,81,1,82,182,82,278,82,04/27/2024 12:00:00 AM
VA,9,30,55,11,48,35,8,61,16760,94,11484,94,213,60,26,94,140,63,4,91,14,60,1226,94,45,60,18,94,210,64,109,94,6,60,3,91,1892,94,0.685202863961814,94,11484,16760,0.025219038598153,60,213,8446,0.017510687273923,60,213,12164,0.030716723549488,60,45,1465,0.647991543340381,94,1226,1892,,0,94,1,93,1,92,0,93,3,93,6,93,6,92,9,93,0,94,0,63,7,63,6,63,8,63,17,63,34,63,25,63,43,63,0,63,3,61,590,1428,38,96,0,133,8,94,11,94,0,60,0,60,64,4,60,94,714,91,983,91,1,91,0,87,0,87,3,88,1,91,130,91,189,91,04/27/2024 12:00:00 AM
IL,2,36,129,2,128,37,2,54,26179,167,17818,167,108,56,33,167,59,67,1,162,4,58,1849,167,10,57,15,167,103,57,159,167,7,57,4,162,2873,167,0.68062187249322,167,17818,26179,0.014880132267842,56,108,7258,0.010486454995631,56,108,10299,0.008802816901408,57,10,1136,0.643578141315698,167,1849,2873,,0,166,2,153,0,154,2,154,1,154,3,154,10,155,14,154,3,166,1,66,1,64,3,64,3,63,6,64,9,64,14,64,22,64,0,66,1,35,102,442,0,0,0,0,15,167,7,167,0,39,0,39,72,0,40,167,802,162,1243,162,1,162,0,148,0,148,0,160,1,162,319,162,489,162,04/27/2024 12:00:00 AM
